,tweet_id,source,rating_numerator,stage,retweet_count,favorite_count,name,text,timestamp
51,752660715232722944,Twitter for iPhone,10,doggo,1640,4549,None,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",2016-07-12 00:27:52
52,752334515931054080,Twitter for iPhone,8,doggo,1153,3941,None,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,2016-07-11 02:51:40
53,750011400160841729,TweetDeck,11,doggo,947,3345,Piper,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,2016-07-04 17:00:26
54,748932637671223296,Twitter for iPhone,13,doggo,2356,6025,Divine,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,2016-07-01 17:33:49
55,748692773788876800,Twitter for iPhone,10,doggo,1376,4380,his,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,2016-07-01 01:40:41
56,745433870967832576,Twitter for iPhone,10,doggo,2643,7303,Lenox,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,2016-06-22 01:50:58
57,744234799360020481,Twitter for iPhone,13,doggo,81101,161310,None,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,2016-06-18 18:26:18
58,739238157791694849,Twitter for iPhone,13,doggo,60126,119180,None,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,2016-06-04 23:31:25
59,735256018284875776,Twitter for iPhone,8,doggo,912,3426,Kellogg,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,2016-05-24 23:47:49
60,732375214819057664,Twitter for iPhone,11,doggo,2600,8299,Kyle,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,2016-05-17 01:00:32
61,727644517743104000,Twitter for iPhone,13,doggo,1804,6026,None,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,2016-05-03 23:42:26
62,724771698126512129,Twitter for iPhone,11,doggo,659,2429,None,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,2016-04-26 01:26:53
63,719991154352222208,Twitter for iPhone,10,doggo,1790,4949,None,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,2016-04-12 20:50:42
64,716080869887381504,Twitter for iPhone,11,doggo,1968,6897,None,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,2016-04-02 01:52:38
65,883360690899218434,Twitter for iPhone,13,floofer,3524,21913,Grizzwald,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,2017-07-07 16:22:55
66,800388270626521089,Twitter for iPhone,12,floofer,2990,11732,Doc,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,2016-11-20 17:20:08
67,776218204058357768,Twitter for iPhone,13,floofer,16857,31330,None,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,2016-09-15 00:36:55
68,749317047558017024,Twitter for iPhone,12,floofer,2321,5664,Blu,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,2016-07-02 19:01:20
69,737445876994609152,Twitter for iPhone,13,floofer,4608,10552,None,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,2016-05-31 00:49:32
70,733822306246479872,Twitter for iPhone,10,floofer,1045,3761,Moose,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,2016-05-21 00:50:46
71,685307451701334016,Twitter for iPhone,11,floofer,459,2132,Petrick,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,2016-01-08 03:50:03
72,886366144734445568,Twitter for iPhone,12,pupper,3025,20429,Roscoe,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017-07-15 23:25:31
73,882762694511734784,Twitter for iPhone,12,pupper,4648,27314,Gus,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017-07-06 00:46:41
74,881536004380872706,Twitter for iPhone,14,pupper,15171,47726,a,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",2017-07-02 15:32:16
75,877611172832227328,Twitter for iPhone,14,pupper,77,0,None,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,2017-06-21 19:36:23
76,876838120628539392,Twitter for iPhone,12,pupper,3185,20031,Ginger,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,2017-06-19 16:24:33
77,874296783580663808,Twitter for iPhone,13,pupper,3934,25220,Jed,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,2017-06-12 16:06:11
78,873213775632977920,Twitter for iPhone,12,pupper,1523,6984,Sierra,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",2017-06-09 16:22:42
79,871762521631449091,Twitter for iPhone,12,pupper,3351,19691,Rover,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,2017-06-05 16:15:56
80,866450705531457537,Twitter for iPhone,13,pupper,34328,119867,Jamesy,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",2017-05-22 00:28:40
81,854120357044912130,Twitter for iPhone,14,pupper,7527,32098,None,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,2017-04-17 23:52:16
82,850019790995546112,Twitter for iPhone,12,pupper,4968,20712,Boomer,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,2017-04-06 16:18:05
83,845306882940190720,Twitter for iPhone,12,pupper,5548,23846,Pickles,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,2017-03-24 16:10:40
84,839290600511926273,Twitter for iPhone,10,pupper,148,0,None,RT @alexmartindawg: THE DRINK IS DR. PUPPER 10/10 good pun @matt___nelson @GoodDogsGame https://t.co/act3duiqbL,2017-03-08 01:44:07
85,837820167694528512,Twitter for iPhone,12,pupper,8167,35178,None,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",2017-03-04 00:21:08
86,837110210464448512,Twitter for iPhone,13,pupper,2476,16533,Clark,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,2017-03-02 01:20:01
87,836380477523124226,Twitter for iPhone,12,pupper,3096,15203,Ava,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",2017-02-28 01:00:19
88,833124694597443584,Twitter for iPhone,12,pupper,5049,20874,Gidget,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,2017-02-19 01:23:00
89,831315979191906304,Twitter Web Client,13,pupper,1171,6761,None,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,2017-02-14 01:35:49
90,827933404142436356,Twitter for iPhone,12,pupper,5496,20876,Kona,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,2017-02-04 17:34:40
91,824325613288833024,Twitter for iPhone,13,pupper,11004,12284,None,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,2017-01-25 18:38:36
92,822462944365645825,Twitter for iPhone,14,pupper,15324,29519,Gabe,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",2017-01-20 15:17:01
93,818588835076603904,Twitter for iPhone,11,pupper,6511,0,Chelsea,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,2017-01-09 22:42:41
94,817181837579653120,Twitter for iPhone,13,pupper,8982,0,None,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,2017-01-06 01:31:47
95,815966073409433600,Twitter for iPhone,13,pupper,8981,23460,None,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,2017-01-02 17:00:46
96,814986499976527872,Twitter for iPhone,11,pupper,1365,8014,Cooper,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,2016-12-31 00:08:17
97,811386762094317568,Twitter for iPhone,11,pupper,6784,21921,Craig,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,2016-12-21 01:44:13
98,808733504066486276,Twitter for iPhone,12,pupper,2307,8310,None,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,2016-12-13 18:01:07
99,807621403335917568,Twitter for iPhone,14,pupper,3889,15297,Ollie,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,2016-12-10 16:22:02
100,803638050916102144,Twitter for iPhone,13,pupper,4380,11531,None,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,2016-11-29 16:33:36
101,800459316964663297,Twitter for iPhone,12,pupper,2303,9984,None,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,2016-11-20 22:02:27
102,800443802682937345,Twitter for iPhone,11,pupper,4595,0,Sampson,RT @dog_rates: This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,2016-11-20 21:00:48
103,797971864723324932,Twitter for iPhone,12,pupper,3337,12259,None,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,2016-11-14 01:18:12
104,794205286408003585,Twitter for iPhone,14,pupper,3534,9695,Laika,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,2016-11-03 15:51:10
105,779377524342161408,Twitter for iPhone,12,pupper,3287,9234,None,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,2016-09-23 17:50:56
106,778039087836069888,Twitter for iPhone,12,pupper,2783,8873,None,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,2016-09-20 01:12:28
107,778027034220126208,Twitter for iPhone,27,pupper,1708,6855,Sophie,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,2016-09-20 00:24:34
108,776819012571455488,Twitter for iPhone,13,pupper,14482,0,None,RT @dog_rates: Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,2016-09-16 16:24:19
109,776477788987613185,Twitter for iPhone,11,pupper,2937,9244,Huck,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,2016-09-15 17:48:25
110,776113305656188928,Twitter for iPhone,11,pupper,4595,12272,Sampson,This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,2016-09-14 17:40:06
111,773985732834758656,Twitter for iPhone,11,pupper,4081,11190,Winnie,Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. 11/10 would comfort https://t.co/RFWtDqTnAz,2016-09-08 20:45:53
112,773547596996571136,Twitter for iPhone,11,pupper,6511,23061,Chelsea,This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,2016-09-07 15:44:53
113,772193107915964416,Twitter for iPhone,12,pupper,1458,6309,Willem,This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. 12/10 https://t.co/Dp0s7MRIHK,2016-09-03 22:02:38
114,771004394259247104,Twitter for iPhone,12,pupper,229,0,None,RT @katieornah: @dog_rates learning a lot at college 12/10 for my professor thank u for the pupper slides https://t.co/nTFDr99hg0,2016-08-31 15:19:06
115,765371061932261376,Twitter for iPhone,11,pupper,2265,7379,Louie,This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. 11/10 https://t.co/w2qDmoTIZ5,2016-08-16 02:14:15
116,757597904299253760,Twitter for iPhone,11,pupper,309,0,None,RT @jon_hill987: @dog_rates There is a cunningly disguised pupper here mate! 11/10 at least. https://t.co/7boff8zojZ,2016-07-25 15:26:30
117,756939218950160384,Twitter for iPhone,12,pupper,2105,6888,Jax,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with https://t.co/KGdeHuFJnH,2016-07-23 19:49:07
118,755955933503782912,Twitter for iPhone,12,pupper,3016,7603,None,Here's a frustrated pupper attempting to escape a pool of Frosted Flakes. 12/10 https://t.co/GAYViEweWr,2016-07-21 02:41:54
119,751456908746354688,Twitter for iPhone,12,pupper,1047,3312,None,Here's a pupper that's very hungry but too lazy to get up and eat. 12/10 (vid by @RealDavidCortes) https://t.co/lsVAMBq6ex,2016-07-08 16:44:23
120,750868782890057730,Twitter for iPhone,11,pupper,1441,4948,Milo,Meet Milo. He hauled ass until he ran out of treadmill and then passed out from exhaustion. 11/10 sleep tight pupper https://t.co/xe1aGZNkcC,2016-07-07 01:47:22
121,750506206503038976,Twitter for iPhone,8,pupper,1187,4594,Malcolm,This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper https://t.co/SVU00Sc9U2,2016-07-06 01:46:38
122,750383411068534784,Twitter for iPhone,9,pupper,1190,4714,Zoe,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper https://t.co/FfH3o88Vta,2016-07-05 17:38:41
123,750071704093859840,Twitter for iPhone,10,pupper,3489,8142,None,Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM,2016-07-04 21:00:04
124,749417653287129088,Twitter for iPhone,11,pupper,1727,6306,Finn,This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v,2016-07-03 01:41:06
125,747963614829678593,Twitter for iPhone,10,pupper,2229,5961,None,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q,2016-06-29 01:23:16
126,743222593470234624,Twitter for iPhone,12,pupper,1972,6385,a,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa,2016-06-15 23:24:09
127,742465774154047488,Twitter for iPhone,14,pupper,4027,7471,None,"Was just informed about this hero pupper and others like her. Another 14/10, would be an absolute honor to pet https://t.co/hBTzPmj36Z",2016-06-13 21:16:49
128,742150209887731712,Twitter for iPhone,8,pupper,1602,5283,Edmund,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper https://t.co/PprXoqZuKY,2016-06-13 00:22:53
129,741743634094141440,Twitter for iPhone,11,pupper,2869,8411,Aqua,Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE,2016-06-11 21:27:17
